bug_id,desc,severity
201725,Open unrequested windows option missing from Scripts & Plugins preference page,major
201851,SELECT with height attribute only shows one option in dropdoen list,major
201954,Images written using dynamic html do not get rendered,major
202084,<form> Events onkeypress onkeydown masked if form inside <table>,minor
202363,Cannot start up Mozilla 1.4a by clicking on a URL in AOL Communicator Mail,major
20260,css line-height does not account for <sup> and <sub>.,major
20280,Crash when going to https://junruh/snack.html,major
202805,mozilla (browser + mail) crashed every time,critical
202928,Onclick event not triggered in html table,minor
202994,conversion to string after evaluation of javascript: URL is not subject to same-origin check,minor
203199,pulse3d.com's home page content displays on top of text.,major
203538,"Unabled to create master password, the OK Button is grayed out.",major
203774,Fix crashes from accessibility rewrite,critical
20394,change layout engine to get font heights dynamically,major
204152,"Cannot grab corner and change window size, corner is out of reach, only maximum and minimized are available, this also occurs in Opera, but not Netscape, Macintoch 10.2.5",major
204299,"wrong css function with ""background-color: inherit;""",major
204526,Password Manager has a help button,minor
204578,"cannot view https:// sites, browser does not load https:// pages",major
204597,The scroll bar does not react in a <span> element to key or mouse scroll.,minor
204932,XBL Test #2 crashes browser,critical
205160,"Mouseover link with onMouseOver=""document.write()"" crashes mozilla",critical
20524,[DOGFOOD] No Caret in Win32 Composer window,major
205642,xul textbox in a scrollbox fails to show content - CRASH,major
205675,"xsl:import, xsl:include are not safe against recursion",critical
206057,Right-click 'Customize' on toolbar doesn't disappear if not clicked,minor
206115,-Wabi warnings with gcc-3.3,major
206125,Bookmarks Toolbar will not go away,major
20620,Crash at clicking pull down menu in this page,major
206224,"bookmarks toolbar empty, menus and theme broken after flashplayer 6 installation",major
206291,Composer adds missing closing tags badly in Reformat HTML Source mode,minor
20671,[PP]Unable to focus or select unless user clicks outside of window and comes back,major
206775,Can't search NLS characters in history,major
20703,text-align: justify is broken.,major
207098,Print Preview - Mozilla crashed when using any one of those few options (Top Crash),major
207117,online banking app stopped working: refreshing several frames does not work,major
207505,can't see text on this page,minor
207531,Allow editor to edit xhtml files (as html),minor
207804,Cannot Copy and Paste within Mozilla,minor
207892,"""invalid certificate"" message when sending the 3rd message over SSL",major
207919,supporing entity names for Math characters in non-BMP (in non-MathML documents),minor
208084,deleting bookmarks causes browser to freez,minor
208138,XMLHttpRequest() does not free memory even after unloading that page ,critical
208245,Moz>1.0.2: Only one page in print & preview - rest of content chopped/empty pages,major
208341,setting parent element visibility to hidden does not hide child elements,major
208520,Apostrophe ’ rendered as question mark ?,major
208593,DnD a link leaves it active,minor
208615,Installing theme fails to work,major
208629,The error correction in bugzilla is broken - deletes data on back,critical
208651,Personal Toolbar does not show additional drag n drop links,major
209301,Mozilla start page replaced chosen home page.  e-mail accounts wiped out.  bookmarks wiped out.,critical
20939,[Perf] Store image dimensions in cache,minor
209454,Impossible to enter a new filter to create an exeption for image blocking,major
209571,leak regression from bug 200632 landing,major
209577,Hide part of email addresses in Bugzilla pages,major
209598,Crash opening link from other applications - MFB06 [@ nsXULDocument::InsertElement],critical
209839,After installing rc2 I get a Windows do you want report this crash,critical
209880,Opening/closing a window during startup prevents Firebird from starting,major
209965,XPConnect IDispatch support causes sporadic crashes during garbage collection,critical
210123,browser crashes while trying to load newtonproject's cul3970_w.xml,critical
210283,99% CPU usage crash/freeze on text-scale,minor
21029,Caret get's wrong offset when parent not a text node,critical
210298,Malformed XBL methods cause crash,critical
210432,Certificate Viewer  does not display certificate information,major
210492,when opening any XMl file the fonts are displayed incorrectly. refresh button fixes this.,minor
210529,Equations are COMPLICATED text! (Please read on.),major
210837,if an inactive tab raises (using javascript) it steals focus from the current tab,minor
210862,form submission fails with html form created using javascript,major
210891,urls pointing files don't work properly in pages created with document.write(),minor
210922,table with 100% height containing div with overflow: hidden spans beyond browser window,major
21110,Incremental Reflow not being applied to Entire Page,minor
21124,Thread does not exit when quitting mozilla,major
211271,RDFServiceImpl::Init doesn't check the return value of PL_DHashTableInit,minor
211292,nsNSSShutDownList::nsNSSShutDownList doesn't check the return value of PL_DHashTableInit,minor
211846,Alt-Down should open drop-down lists,minor
211914,"Code Inspection: nsBoxFrame.cpp line 538 'NS_STYLE_BOX_ALIGN_STRETCH' not handled
",minor
212210,Only get one of three plugins loaded at startup.,major
21229,Different behaviour on 5.0 and 4.7 PRINT buttons,major
212329,XP freezes whenever I try to activate Adobe Acrobat 6.0 pages from Mozilla,major
212563,crash in GlobalWindowImpl::HandleDOMEvent involving document.write to frameset,critical
212604,firebird fails to open when thunderbird is open (linux),major
21273,"When prompted with a Site which requires Username/password, M11 Crashes.",critical
212767,Crash when initializing Midas (setting designMode and others),critical
212939,deeply nested marquees hang mozilla,critical
21311,SGI/IRIX compile error -- GCC bug heads-up,minor
213298,"firebird directory is "".phoeni"" in some places, "".phoenix"" in others",critical
213308,Enter key does not trigger events,minor
21333,[PP]mac only-regression msg content is doubled when viewing a message sent with Seamonkey,major
213391,Crash caused by a memory leak,major
213426,right click menu doesn't disappear when menu items is clicked,minor
21385,document.getElementById() seems broken,critical
213918,Applet crashes latest Mozilla [@ jlSystem ],critical
214096,Reg Cleaners,minor
214229,crash when clicking tools - options - extensions - settings,critical
214230,"All edit actions (Cut/Copy/Paste etc.) don't work in ""View Message Source"" window",major
214341,crash if I open the http://www.startribune.com website in a new tab,critical
214373,Enter or ctrl+enter does not work on imagemaps,minor
214441,Flash movies won't load or play,major
214475,Mozilla interprets a -- (two dashes in a row) inside of a comment or an include improperly,major
214557,list marker will not center vertically; vertical-align: middle doesn't work for <li>.,major
214573,username gets lost when password is wrong in proxy dialog,minor
214708,CSS2 layout is not displaying properly - parent/child relationship problems,major
21474,No Send Page option in Composer,major
214760,Bad request to an Apache server from Mozilla,major
214777,FIrebird crashes after installing a new theme,critical
214831,Corel SVG viewer doesn't work,major
21484,Profile Manager can't use Japanese Users directory,major
21490,"Submit form and hit ""BACK"" leaves blocks in the TEXTAREA",minor
214903,web browser crashed when attempting to load the URL  http://realmadrid.sina.com.cn,critical
215260,"""View > Sort by"", ""Messages"" and ""Threads"" sub menus are enabled when account in folder pane is selected",minor
215353,Blank window caption,minor
215445,Closing a window with onBlur event gives crash,critical
21545,Cursor jumps back in text field sometimes,minor
215497,Flash navigation on XBox site cut off on the top,major
